AE_1,AE_2,status_code
2.273085,2.6947322,2
1.9695202,2.1829967,4
1.221812,0.7790656,4
1.6594001,1.5754921,1
1.7618129,1.8060102,1
1.7686331,1.871242,1
1.5161188,1.4076197,2
1.3947479,1.1486948,1
1.6127019,1.3842913,1
1.462332,1.2696502,1
1.5910379,1.4693305,1
1.8051381,1.6450391,1
1.0126728,0.4653403,3
1.7959371,1.8581992,1
1.0414481,0.54121673,1
1.4367511,1.2123412,4
0.8641205,0.29990682,4
2.259779,2.59226,1
2.0007908,2.1441638,3
1.7923,1.8701962,1
2.3193347,2.843588,1
1.7273525,1.6018145,1
2.0328853,2.2978384,4
1.3679885,1.0860927,1
2.344493,2.7889068,1
1.3020462,0.9789692,1
1.5971657,1.5105447,3
1.2376821,0.8033477,1
2.252119,2.5352275,1
1.1630552,0.6780908,1
1.6404836,1.7222495,1
2.2705634,2.741058,1
2.098061,2.364569,1
1.1429868,0.62645507,1
1.7497102,1.6586742,1
1.963834,2.2988474,1
1.3055513,0.848662,3
1.6180334,1.3831333,1
1.4589576,1.1928324,3
1.185346,0.8302233,1
1.6531744,1.3932956,1
2.4441876,2.9941323,1
1.3981149,1.041043,1
1.882457,1.8835596,1
1.4889896,1.2309347,4
2.187798,2.463003,1
1.33234,1.0441073,4
1.8913286,1.9666752,4
1.0606996,0.330775,1
1.2929761,0.9181906,1
2.2159321,2.63643,1
1.5553045,1.5625296,1
1.5121334,1.2444112,1
1.244541,0.73062205,1
1.3041035,1.0360829,2
1.7406433,1.7160289,1
1.517971,1.3747753,1
1.8810551,2.014935,1
1.4550656,1.168286,1
1.5853846,1.4566828,1
1.9637412,2.0165427,2
0.83009887,0.11860016,3
2.018225,2.1501157,4
0.93046594,0.23320356,4
2.2113783,2.5642056,1
1.4298518,1.1460266,1
2.032876,2.2995253,1
1.8076475,1.8507814,1
1.1775873,0.6975254,1
1.4475963,1.0951842,2
1.3672822,0.9577372,1
1.6260071,1.6977837,2
2.2669919,2.66676,1
1.407371,1.1813648,1
1.6652188,1.4188327,1
1.6161054,1.4318224,1
1.6004066,1.3945804,1
1.4203749,1.1135762,1
1.2085923,0.8592042,1
1.411699,1.0332228,1
1.6068554,1.3607886,1
1.6884956,1.7834705,1
2.0754056,2.2123032,2
1.5866928,1.3952723,1
1.3379419,0.9531622,1
1.4899918,1.3314872,4
2.298922,2.677159,3
0.96474683,0.34026077,1
1.2404027,0.92501724,1
2.1257906,2.5767124,1
1.6834058,1.562511,1
2.076713,2.3932838,3
1.4366192,1.2916046,1
2.0297558,2.130337,1
1.4383156,1.1614587,2
1.7229776,1.8446447,1
2.0520825,2.3292627,1
1.9809875,2.1256597,1
1.2907099,0.87956405,1
1.3822114,0.96677077,1
1.7114158,1.6777401,2
2.3326507,2.81012,2
1.9730465,2.0940833,1
2.0745785,2.2073007,1
1.456223,1.0940123,1
1.2141337,0.7486571,1
2.0077224,2.3050318,4
2.2241735,2.6452265,1
0.9649441,0.50747037,1
1.6609845,1.5405154,3
1.5687528,1.5206378,1
1.9418026,2.046615,3
1.2744291,0.7775805,1
1.8004973,1.7999921,1
0.95071304,0.34452525,1
1.6457264,1.4636905,1
1.4540493,1.2255101,1
2.1622705,2.494123,1
1.5017128,1.1320485,1
1.944916,2.021809,3
1.143699,0.68603086,1
1.218165,0.65730727,1
1.7973871,1.8556651,2
1.545884,1.3511887,4
1.7486488,1.9180334,1
1.726524,1.5566232,1
1.9946272,1.9937198,1
1.5687736,1.3133161,1
1.9884417,2.3057175,1
1.572737,1.4125419,1
2.313078,2.787093,1
1.3057346,0.8747773,1
2.1575158,2.3483508,3
1.2662103,0.8382931,3
1.5753577,1.40146,1
1.3851566,1.0481764,1
2.2256222,2.6086056,4
1.4811022,1.2749423,1
2.0573902,2.4594316,1
1.6746365,1.5080283,3
1.2277929,0.79260135,1
0.99291706,0.4251291,3
2.1368005,2.4800804,1
1.5995998,1.4932287,1
1.6590396,1.5618327,2
2.4846818,3.0139234,1
1.4419574,1.1532143,2
2.0946333,2.2466955,1
1.2245156,0.7724867,2
1.668848,1.5713581,1
1.0105513,0.23652157,1
1.5878625,1.3953705,1
1.3875829,1.0209408,4
2.0668912,2.3718112,1
1.2345641,0.92210877,1
1.6289651,1.6438203,1
2.2458062,2.525058,1
1.3035575,0.97383344,2
1.5862279,1.4202088,1
1.1609391,0.65473354,1
1.7660071,1.5632062,1
2.3993824,3.0211768,2
1.157428,0.5891639,1
2.43223,3.0363097,1
1.9878554,2.085106,1
1.661922,1.6382921,2
1.7274549,1.722718,4
1.6580675,1.5549841,3
2.1785614,2.3880315,1
1.9444115,2.0510151,1
2.349868,2.7552464,3
1.0606409,0.5451114,2
1.9011884,2.1473575,1
2.0577304,2.2601051,2
1.3204727,0.86628556,1
1.3557918,0.94871247,4
1.1229236,0.5504693,4
1.1518527,0.56943285,3
1.4342864,1.1449292,1
1.0891881,0.44374147,1
2.095353,2.190324,1
1.53677,1.3307471,1
2.0685184,2.291454,1
1.9378405,2.044645,2
1.7163985,1.6106646,1
1.8351915,1.8354789,1
1.4468541,1.0413004,3
1.8222651,1.8695936,1
2.1333413,2.2427104,1
2.4315705,3.0244968,1
1.9605999,2.128456,2
1.2347429,0.7631674,1
1.5420647,1.3198577,1
1.3587956,1.0288922,1
1.8013473,1.8234693,2
1.9712386,2.0428846,2
1.7066506,1.4793775,2
1.7939193,1.9843736,2
1.1223758,0.5287616,1
1.6389762,1.5364773,4
1.882945,1.9251957,1
1.3839471,1.060256,1
1.4206543,1.2266123,1
2.0758283,2.2960784,4
1.3666065,1.0476362,1
1.1629183,0.64090824,1
1.7153994,1.4736168,1
0.9982276,0.27767906,1
1.3457584,1.0253108,4
2.105898,2.2858148,4
1.6206658,1.8044925,2
0.97166145,0.284978,1
1.2866447,0.83820665,1
1.0386944,0.40163788,1
1.0016024,0.31993178,1
2.1244166,2.3718588,4
1.9166462,2.0536475,2
1.7748574,1.6184204,1
1.0743171,0.3320373,1
1.6051414,1.4476491,1
0.99679077,0.3993819,1
2.23791,2.4929338,1
1.1657658,0.5811881,1
2.0724835,2.2219875,1
1.2397895,0.6242614,4
1.7580322,1.8297274,1
1.9408684,2.0815845,1
1.322945,0.8135655,3
1.9287267,1.9251063,1
1.973281,2.0925233,4
1.966723,2.158464,1
2.2647862,2.602246,1
1.3477519,1.084132,2
2.1234193,2.3113968,4
2.0545883,2.21354,1
1.4723935,1.0866786,1
1.2804279,0.7581018,1
1.3711483,0.9626354,1
1.2974638,0.8731314,2
1.6303529,1.3979845,1
2.1925936,2.5424116,1
1.1786186,0.6989744,1
2.3020155,2.434117,1
1.4691676,1.0305786,1
1.5838232,1.3294429,1
2.0173619,2.0672586,1
2.0523486,2.1509151,4
2.3505485,2.7266989,1
1.2541635,0.7082566,1
0.9871355,0.29166874,1
1.5978483,1.5328726,1
1.8242531,1.8128424,4
2.2802591,2.5551727,4
2.3002586,2.5946078,1
1.8266234,1.8181583,1
1.8376017,1.7865665,3
1.9849951,2.1445546,1
1.0807357,0.47980973,1
2.191986,2.5756385,3
1.5661511,1.3609685,1
1.8368165,1.646858,4
1.1984097,0.7413682,1
2.0025494,2.1644711,2
1.6121516,1.254386,1
1.5287106,1.1815606,2
2.29591,2.5866644,3
1.1874669,0.7528471,4
1.8619473,1.858871,1
1.5149394,1.2739997,4
1.7660472,1.7401977,3
1.9913876,2.1043987,1
2.0712528,2.214994,1
2.0343585,2.1724772,1
1.8430808,1.7048903,1
2.3035455,2.617473,2
1.8063734,1.5662749,1
1.0276924,0.3529202,1
2.4920676,2.9796405,1
1.9065739,1.8522872,1
1.5933211,1.3574629,1
2.0138614,2.0193613,1
2.1646998,2.4558978,1
1.209594,0.60206544,3
1.6236603,1.513932,1
2.0697846,2.2430005,1
1.4837677,1.1396816,1
1.9594455,1.952662,1
1.45304,1.0715775,2
1.4666274,1.1407793,1
2.1427748,2.310401,1
1.7640691,1.747554,4
2.0052521,2.0315745,1
2.2835581,2.6437228,1
1.4621955,1.1572388,1
1.5433519,1.1621413,4
1.633748,1.4525654,1
1.6531906,1.2656518,1
1.1902298,0.54165685,2
0.9701061,0.18897358,1
1.5729518,1.289653,1
0.955683,0.189769,3
1.1341563,0.4202793,1
1.317537,0.70041156,1
2.5631726,3.003766,1
2.0152857,2.095095,1
2.1429915,2.493336,1
1.3863677,1.0628921,3
2.131582,2.3604052,1
1.980612,2.1756606,1
2.2625275,2.5297348,1
1.5811777,1.2973003,1
1.7202351,1.6213598,1
1.6563536,1.4805071,1
2.302023,2.5778615,1
0.99517584,0.13567981,1
2.5538132,3.057601,1
0.9607694,0.14602199,4
2.2630079,2.518483,1
1.4071482,0.9897431,1
1.5142769,1.1341593,1
1.9843879,1.9145925,1
1.4156468,0.84084165,4
1.6807681,1.3573776,1
1.1475879,0.5147836,4
1.6909889,1.5259783,1
1.8934551,1.9267323,3
1.7297068,1.6834109,1
2.2055573,2.4116158,3
1.9714446,2.0704212,2
1.366866,0.7588775,1
1.4818289,1.2043153,1
1.4994372,1.1370285,2
2.1347377,2.335599,1
1.6004926,1.3828998,1
1.6984766,1.4284563,1
1.0718082,0.31860617,1
1.6748376,1.531599,1
1.416358,0.98239005,4
2.0454032,2.2281175,4
1.6873294,1.4333059,1
2.0497725,2.1647906,2
2.1657095,2.3951123,1
1.5686624,1.3011588,1
2.3189907,2.7104435,1
2.112877,2.216017,1
1.4310215,1.0524983,1
1.5937543,1.3021533,2
1.5651474,1.2044377,3
1.9934981,2.0332875,1
1.1757245,0.50743556,1
1.9494413,1.8809171,2
2.2275176,2.385353,2
1.7481759,1.6749742,4
1.5311954,1.2713499,1
1.2086452,0.6011026,1
1.5171372,1.2384442,2
1.3628823,0.87076604,1
1.1568613,0.54892623,1
1.3481681,0.8527186,3
1.4703584,1.0306119,1
1.2521825,0.7146101,1
1.808692,1.6531055,4
1.7931945,1.5990655,3
1.7494348,1.6772678,1
2.5994742,3.1491442,1
2.239345,2.4639542,4
1.7787323,1.552465,1
1.8284209,1.889922,1
2.3434055,2.6070473,1
1.7688653,1.6534011,3
2.0352788,2.1228201,1
1.8827043,1.6973661,1
1.2154815,0.60005224,1
2.0119827,2.1207287,4
2.514522,2.944637,1
1.3569193,0.8076525,1
2.176948,2.4167113,1
2.0710928,2.128785,1
1.2689071,0.73039496,1
1.7070878,1.3864338,3
1.3824939,0.9860647,1
1.7226393,1.4907782,1
1.445991,1.0872588,2
1.3132156,0.8725834,1
1.9405496,1.850802,1
2.308287,2.596176,1
1.2896664,0.64002526,1
1.4802477,1.040007,2
2.309494,2.5974452,1
1.7144549,1.4802277,1
1.9221916,1.9252136,1
2.532809,2.8784962,1
1.8547814,1.8313745,2
1.6930995,1.2997162,1
1.930308,1.9088895,1
1.3569967,1.0337069,1
1.9189104,1.9474115,1
1.5459353,1.1109632,2
1.7407565,1.5772214,1
1.5378921,1.347085,4
2.0940824,2.126173,3
1.942066,2.0670552,1
1.9734477,1.9064387,1
1.5996869,1.3177489,1
1.4727547,1.0339695,4
2.3572469,2.741421,4
1.8560431,1.9380759,1
2.5722635,3.0358784,1
2.148958,2.2875452,1
1.4970324,1.0625627,3
1.8841468,1.8058906,1
2.093606,2.1715145,1
1.4073035,1.0509942,1
1.978666,2.0207834,4
1.4318972,0.8426963,1
1.6836615,1.4659011,1
1.1288741,0.44240883,4
2.2435288,2.5282447,1
1.5904155,1.3683624,1
2.2103815,2.38082,1
1.6108993,1.348261,1
1.3581295,0.7793995,1
1.3038409,0.82577896,3
1.2571732,0.72801006,1
1.7487515,1.6774923,4
0.94410527,0.12577733,3
1.8263166,1.7635932,1
2.1534986,2.2512286,3
2.2786944,2.4765255,4
1.8010669,1.746577,4
2.5526314,2.921785,1
1.4568053,0.9682261,1
1.8750639,1.7674366,1
1.360231,0.8703116,1
2.0148244,2.1354141,1
1.9051166,1.8672945,3
1.4090685,0.9632633,1
2.0598376,2.0903113,1
1.7190392,1.4550564,1
1.1484249,0.40807793,1
2.3398163,2.5431335,1
1.6085578,1.4156846,1
1.4611809,0.9891304,1
2.2391822,2.4778993,1
1.7118685,1.4081532,4
2.5189717,2.8747053,1
1.1063194,0.26188418,1
2.0714095,2.1387446,1
1.801418,1.6438742,1
1.8100725,1.6224223,1
1.9852192,2.0598025,1
1.543534,1.3870914,1
2.31152,2.4818404,4
2.3985116,2.7345514,1
2.185649,2.3413668,1
1.9485402,1.905982,1
1.6246693,1.3788034,1
1.623969,1.3206543,1
1.9630809,1.917814,4
1.4107691,0.81726193,2
1.551775,1.0960684,1
1.7425473,1.5403887,1
1.7679772,1.5817754,2
1.2483982,0.5809741,1
2.5288856,2.978615,1
1.4189947,0.8585738,1
1.8869596,1.9302263,3
2.187782,2.300858,1
1.2274579,0.5197258,1
1.791002,1.4794414,4
2.5410204,3.0489323,1
2.251692,2.3279572,1
1.4583105,0.9506718,1
1.4925601,1.1830407,1
1.9532701,1.9808578,1
2.4057877,2.686569,1
1.820702,1.5189884,2
1.2082709,0.63137066,1
2.181559,2.2965853,1
2.0226676,2.0094557,1
1.8061459,1.6096694,1
2.1471243,2.0695188,1
1.2671051,0.72657573,1
2.1237376,2.2814722,1
2.055153,2.2185695,4
1.8982656,1.8105223,1
1.583465,1.2008691,4
1.7368,1.2675016,1
1.7273853,1.3975557,1
2.0547662,2.0098345,1
2.3689735,2.7416716,3
1.5683663,1.1346849,1
1.9153312,1.8371133,1
1.571796,1.1085123,3
1.2966244,0.7514026,4
1.7445371,1.4661745,1
2.571408,3.1086068,4
1.6992918,1.4878687,1
2.2483299,2.4086235,4
1.2114071,0.39755264,3
2.1371348,2.289505,1
1.5309598,1.0922414,1
2.3772697,2.6704943,1
1.4509073,0.8060876,1
2.053618,1.8756205,4
1.42641,0.9483851,1
1.8816242,1.8296283,1
2.2565413,2.3963614,1
1.4668607,0.96238136,1
1.508966,1.0140408,3
1.7632307,1.557631,1
1.5863078,1.1615313,1
1.6126337,1.4090596,1
1.6568301,1.4278991,1
1.1543515,0.32443157,1
1.8452462,1.7019372,1
1.1254408,0.419629,1
2.076631,2.0372875,1
1.7760564,1.5023053,1
1.8610809,1.6098484,1
1.4759562,1.0738804,1
1.9636481,1.9163027,1
1.0774235,0.22326836,1
1.1364692,0.540095,1
1.8662872,1.7121412,3
1.9375705,1.7703185,1
1.5712788,1.147434,1
2.1177545,2.1800478,3
2.4177883,2.7930129,1
1.1628962,0.4063731,1
1.2200055,0.5841409,1
1.0963275,0.43242332,1
1.693114,1.372181,2
1.7786744,1.4171376,3
2.0781322,2.2069762,1
1.6174407,1.2540551,3
2.1564276,2.3052106,1
2.1504176,2.155919,1
2.5429883,3.0380592,2
2.2810311,2.5463006,4
1.9001409,1.8776114,2
1.4546932,0.9284202,3
1.4369782,1.0063183,3
1.6556036,1.285798,1
1.977191,1.9018412,1
1.7206774,1.5323119,3
1.9592965,1.9245431,4
2.1300502,2.2688007,3
1.4762902,1.0840181,1
2.2527335,2.5881417,4
1.6061546,1.335132,1
1.3140426,0.69251406,1
1.3252524,0.6373161,4
2.3355317,2.6648436,3
2.0333457,2.1074595,1
2.3895893,2.5300038,1
1.170563,0.52752244,1
1.8844429,1.9705869,1
1.0400898,0.24714902,1
2.3083932,2.4919775,2
2.1455455,2.2817807,1
1.9556286,1.675099,3
2.1200411,2.2362318,1
1.4326875,0.8965018,4
1.5963001,1.2990522,1
1.4643751,0.8855009,1
1.8437676,1.7099743,3
1.9542792,1.8996875,1
1.738373,1.5086291,1
1.593564,1.3497999,1
1.1800026,0.47205964,1
1.9705181,1.944145,1
1.2135077,0.32475057,4
1.7782934,1.5390484,1
2.125038,2.1371546,2
2.1633623,2.2253904,1
1.5337913,1.2785836,1
2.3852487,2.7254272,1
2.0866208,2.1386998,1
2.2067993,2.1625504,1
1.2467092,0.4868432,1
1.7744491,1.3779427,1
2.0465572,2.2004364,1
1.8928118,1.8659556,2
1.0650713,0.2423993,1
1.736326,1.4786754,2
1.3895742,0.783239,1
1.2003251,0.45867893,1
1.5207953,1.1275499,1
1.8230426,1.6653591,1
1.9779153,1.9518673,1
2.2948856,2.3238692,2
2.4747987,2.8514576,1
2.0991316,2.1176922,1
1.6948788,1.4108585,1
1.6598988,1.440586,1
1.8940375,1.7687523,1
1.3410742,0.6221312,1
2.4306862,2.6782355,4
1.9571011,1.8254044,1
1.122696,0.2783737,1
1.9743423,1.968863,1
1.5931567,1.1747864,1
1.7202798,1.3725058,1
2.4182425,2.6522036,1
2.1424408,2.1629438,1
1.9102404,1.8025541,3
2.2683504,2.4941788,4
2.2885127,2.5180423,1
1.439798,1.045575,1
1.8609872,1.7213497,1
1.9441702,1.7527547,2
1.0426651,0.32360944,1
1.2899706,0.669628,3
2.3523517,2.6039333,3
1.5064049,1.1925715,1
2.2098756,2.2841208,1
1.8526723,1.7855997,3
1.9702764,2.0315595,1
1.7441552,1.4571402,2
1.8808482,1.5829642,1
2.5508056,2.9335072,1
1.9863183,1.9795771,1
2.4730394,2.7094932,1
2.2437844,2.343627,4
1.9030724,1.6068875,1
1.3574032,0.73389375,2
2.1248767,2.1993697,1
1.2071202,0.5788801,1
1.4659544,0.8972924,4
1.5138485,0.9939909,2
1.1388848,0.36299083,1
1.145916,0.41247907,1
1.1740083,0.26683703,1
2.042952,2.0744834,2
2.1380284,2.142195,1
1.8489552,1.5912707,1
1.6758373,1.3463378,1
2.0342293,2.0206292,1
2.2901335,2.4400737,1
2.2527018,2.3483672,4
