AE_1,AE_2,status_code
2.859884,2.092123,3
3.1327693,2.5911694,2
3.1386704,2.5056975,1
2.1693752,0.8700586,1
2.6286752,1.6664873,1
3.0683453,2.5257893,1
2.4263823,1.5241209,1
2.6908028,1.7473578,1
2.4442308,1.3618369,4
2.9087439,2.0897846,1
2.2022157,0.93434024,3
2.2036085,1.0392383,4
3.5439467,3.3677778,3
2.6846697,1.8323102,1
3.130562,2.5037515,4
3.1579385,2.7090113,1
2.8905735,2.2669044,1
2.4638782,1.3544973,1
2.4689085,1.4171491,1
3.0586808,2.433812,2
3.15361,2.572642,1
3.2044902,2.7365394,1
3.2990963,2.9680264,1
3.2320278,2.8189092,2
3.160719,2.7385085,1
3.270864,2.767083,3
2.924947,2.2757719,1
2.4787757,1.4193863,2
2.5661612,1.7128489,1
3.3248107,2.9057412,3
3.4514077,3.2840307,3
2.5328498,1.4404856,3
2.7651973,1.9105052,1
2.2287872,1.0300089,1
2.0713222,0.7813904,1
3.4770565,3.2326517,3
2.7119637,1.9874986,1
2.887311,2.3064234,1
3.4665308,3.1276371,1
3.434902,3.295701,3
2.7578468,1.8435837,1
2.967767,2.290391,1
2.4891663,1.3050221,1
2.7675288,2.1051354,4
2.8364785,1.9833037,1
2.8251405,2.0726943,1
2.8872721,2.2847958,1
2.903148,2.0979216,2
2.7136729,1.9673892,4
3.1199133,2.6171744,1
2.882152,2.0570166,4
2.7869349,2.109809,1
2.4501622,1.2936534,1
2.5182757,1.5368146,1
2.6585023,1.8489833,1
2.441363,1.27319,3
2.81309,2.1011682,4
3.713282,3.601403,2
2.4702404,1.3292048,1
2.248145,0.904189,1
2.5873878,1.5520566,1
3.1167166,2.5081444,1
2.0018594,0.7774879,1
2.5377302,1.5591342,1
2.7012901,1.8291649,4
3.035516,2.4954596,1
2.7120497,1.6477318,1
1.9948139,0.5721501,1
2.9640648,2.251145,3
2.7907279,2.0039833,1
2.8392546,1.7995087,2
2.127987,0.68100584,3
2.5434468,1.586002,1
2.6143024,1.678519,1
2.2097168,0.9236269,1
3.362987,3.1240942,1
3.3120282,2.9576623,2
2.9311948,2.1226552,1
2.5775466,1.6505346,1
2.7298992,1.829547,1
2.8595662,2.1111202,1
2.2241938,0.97958314,3
3.297104,2.9401774,1
2.1822317,0.8838268,4
2.4219885,1.5407674,2
3.1176252,2.5254807,1
2.5661821,1.6374694,1
2.383066,1.2261415,1
2.6106586,1.4974712,1
2.8847613,2.0989914,4
2.3911223,1.4315962,1
2.6191225,1.7977892,4
2.8574111,2.2333488,1
2.601459,1.6729031,1
2.9237597,2.2442412,4
3.175614,2.4223344,1
2.9830678,2.3020945,4
2.8831582,2.0578377,4
2.4353247,1.2596494,1
2.5429296,1.4305415,1
2.675153,1.9026891,1
2.5460107,1.642469,3
2.6643832,1.7177551,1
2.775177,1.9342185,1
2.977168,2.3174815,3
2.6121042,1.5305486,2
1.979196,0.5127603,2
2.5303595,1.5193465,1
2.673817,1.768838,2
3.1149647,2.6218636,1
2.9459612,2.2763302,1
3.4013908,2.9600787,1
2.3231225,1.0992585,4
2.9997227,2.3848655,1
3.5769966,3.4133296,2
3.1422842,2.7036498,1
2.6049323,1.605927,3
3.5529206,3.3352547,1
3.5867763,3.4433815,1
2.8679636,2.208102,4
2.9081545,2.262677,1
3.281153,2.8554304,1
3.529909,3.3771446,1
2.9597273,2.234276,3
2.1649735,0.809852,1
3.1949923,2.5046964,1
2.6126802,1.5985298,1
3.002086,2.404057,1
2.9746423,2.3590598,1
2.7253532,1.898821,3
3.5031478,3.3007462,1
3.1744604,2.5557554,1
3.3527012,3.0596611,3
2.6041036,1.5866396,1
2.96952,2.2163064,1
2.5035684,1.4109287,3
3.054402,2.4259353,2
2.19737,0.9412633,4
2.960737,2.1634598,1
3.4032907,3.091481,1
2.5486526,1.6132882,2
3.4929063,3.2035408,1
3.0468204,2.2882345,1
3.2186415,2.7771358,1
2.8180404,2.0620286,1
2.8411264,2.036738,1
2.338864,1.0961418,1
2.879764,2.0496473,1
2.6811392,1.7694914,1
2.9485629,2.2295413,1
2.7520816,1.9748168,1
3.5095665,3.2190242,1
3.1186366,2.3888333,3
3.1766672,2.7699583,1
2.7414753,1.9845943,1
2.7661471,1.9458387,1
2.9530675,2.164844,1
2.1190574,0.7668394,1
2.2894962,1.04186,1
3.261845,2.8852336,1
2.952595,2.1228669,1
3.014458,2.4032962,1
2.3928175,1.0716394,1
2.5223188,1.5554087,4
2.9169443,2.2379682,1
3.386088,2.9964051,3
3.0171554,2.3351285,1
3.0770478,2.3984907,2
2.9683206,2.2980492,3
2.7846882,2.063414,1
2.937537,2.28362,1
2.7310867,1.7589585,3
3.5366106,3.246438,1
2.7851193,2.0061383,2
2.656363,1.8099318,1
2.3870332,1.2811921,1
2.4805055,1.4901451,1
3.0611875,2.5251296,1
3.0564604,2.325368,1
2.7265213,1.8359288,4
2.8850465,2.2517567,1
3.2973652,2.8458457,2
2.7717397,1.8289131,1
2.2475257,0.9499841,4
2.7394717,1.8242227,1
3.3494658,2.9643273,2
2.3529675,1.0567925,3
2.577706,1.5237751,1
2.391548,1.2688087,1
2.5948062,1.5306194,1
2.4789488,1.4129626,1
2.3800876,1.2251132,3
3.223136,2.8398273,1
2.087218,0.56908715,1
2.9240806,2.156991,1
3.4516065,3.0677323,1
2.8939562,2.0961964,4
2.4554324,1.326426,1
2.6322994,1.64504,1
2.0453718,0.48695967,3
3.327696,2.941302,1
2.3160086,1.0003972,4
3.1419327,2.4673939,1
2.4189045,1.316857,3
3.0589848,2.4066296,1
3.0466106,2.3866608,1
2.5750062,1.5173011,1
2.3653069,1.1881306,1
2.8388288,2.0980449,4
2.765872,2.0587337,4
2.404194,1.170239,4
3.625726,3.3744695,3
3.5468712,3.33615,4
3.3419611,2.9142468,1
3.3038876,2.9523275,1
2.803895,1.8995471,1
3.6157289,3.524315,3
3.0759244,2.519864,2
3.3899457,3.1178777,1
3.089205,2.5520463,1
3.1789906,2.7317727,1
2.382015,1.0686141,1
2.1085136,0.7539104,1
2.9584622,2.3365786,1
2.466771,1.277576,1
2.8010213,1.9460278,1
2.3454235,1.0282383,4
2.8563979,2.0726285,1
3.2321792,2.7957723,1
2.872251,2.2108405,1
2.1035974,0.6852977,1
3.2882915,2.672652,2
3.206266,2.6227467,1
2.747068,1.8872495,4
2.4794972,1.4428338,1
2.6070685,1.4201206,3
2.5971684,1.5353248,2
3.1900623,2.6702561,1
3.5527534,3.2989194,1
2.4349246,1.1355255,1
2.9272463,2.184855,1
3.1301441,2.515315,1
2.967598,2.386833,1
3.3462155,2.8509812,1
2.5068386,1.3417349,1
2.501787,1.2179022,2
3.1867847,2.5927126,1
2.77666,1.8904333,1
3.1135135,2.5291903,1
3.0834906,2.420377,1
2.5064538,1.4685932,1
2.6830575,1.6760827,1
2.5145538,1.4184564,1
3.2697196,2.7591887,3
3.0857828,2.4191067,1
2.8710148,2.0833542,1
2.1866047,0.8296503,2
2.36576,1.2699484,4
2.2657924,0.9855174,1
2.8193855,1.7747012,1
3.3610225,3.005087,2
2.1350408,0.68797255,1
2.4020574,1.2565168,2
2.9543693,2.1179805,1
3.0791678,2.4409227,2
2.9074473,2.1547282,2
2.6994655,1.6765115,3
3.323264,2.9480667,3
2.3280916,1.1213853,1
2.4544752,1.2199277,1
3.5578153,3.230736,1
2.9399207,2.1228771,2
3.3532243,2.9832528,4
2.3327065,0.96415806,1
3.2514098,2.6220834,1
2.5279758,1.3015143,1
2.8916504,2.007659,1
3.1668649,2.5809567,1
3.1756241,2.6220431,4
3.5252957,3.251984,1
3.5650268,3.1709645,1
3.5437584,3.280371,2
2.5716014,1.4688306,1
3.0178409,2.357435,2
3.64487,3.4573545,1
2.5588992,1.5897441,4
2.892,2.028572,1
3.5502903,3.3263803,1
3.2395687,2.6781993,1
3.323944,2.8687193,1
2.6452878,1.5849597,1
3.16264,2.5188725,1
2.8458788,1.9320518,1
2.4475715,1.0747867,1
2.6976786,1.7634671,1
3.2414708,2.6927245,1
2.1806448,0.62764156,1
2.972814,2.2659552,2
3.6185615,3.2785435,3
2.3934855,1.1145753,1
2.4345489,1.1599766,1
2.3264997,0.94964015,4
2.960597,2.3257897,1
2.0462334,0.5736184,1
3.2367399,2.5996795,1
3.0445278,2.2902555,1
2.7568922,1.9596654,4
2.9469209,2.2305954,1
2.6789188,1.6859285,1
2.8434942,2.0863192,3
3.15494,2.556217,1
3.1641166,2.6022384,3
2.87376,2.0331132,1
2.6608176,1.4796549,2
2.2937248,0.9652277,1
3.095669,2.4615362,3
2.9383295,2.1000714,2
3.2119567,2.7044418,1
3.461091,3.1289515,3
2.9472728,2.1887743,2
2.7488894,1.823431,1
3.4463263,3.0123048,1
2.7592134,1.7455066,3
2.7474365,1.8398389,1
3.4939728,3.126056,3
2.9295912,2.0972822,2
3.172105,2.7263625,1
3.199843,2.658752,1
2.459883,1.2320228,3
3.2653959,2.712652,1
3.3216927,2.7943125,1
2.397943,1.116877,1
2.7987058,2.0503852,1
2.7049117,1.5906296,1
3.1687682,2.6449397,1
2.8840802,1.9665718,1
3.4192686,2.9180574,3
3.1900356,2.614205,1
2.6418335,1.5664983,1
3.0653293,2.2914732,1
2.8903248,2.017242,1
2.565871,1.581063,1
3.2754107,2.7088375,1
3.4140847,2.927801,1
3.682778,3.4043598,1
2.659643,1.5841813,1
2.206232,0.85472137,1
3.3469143,2.7021103,1
2.6732097,1.6328509,1
2.6654708,1.5462763,4
3.287069,2.737163,1
2.5195813,1.4216553,4
2.9506607,2.189827,1
2.4859705,1.3038363,1
3.3438718,2.68426,1
2.6742368,1.5281442,1
2.8887303,2.0500824,3
2.8483763,1.8552632,2
2.3376215,1.0498816,1
3.1946638,2.5960186,4
2.9507356,2.120285,1
2.9400485,2.1674213,4
3.1294453,2.5618222,4
2.9430895,2.294072,1
2.9545557,2.185145,1
2.25206,0.7610389,3
2.4385448,1.3716527,1
3.642255,3.4555387,1
2.8345618,1.9402618,1
2.1616194,0.8238207,1
3.0522163,2.3403144,1
2.7566803,1.7346284,1
2.4387536,1.1708834,1
3.399984,2.9902923,1
2.6595376,1.6775954,1
3.5504186,3.2885633,1
2.759533,1.8286562,1
2.068003,0.68368924,2
2.865731,1.8812491,2
2.3685806,1.0650954,2
2.4166892,1.0716652,3
3.2746127,2.7124064,1
2.479448,1.3000569,2
3.6496818,3.3374662,1
3.1665356,2.486454,1
2.570679,1.5880184,4
2.9110472,2.0818667,1
2.3202436,1.0833349,1
3.7060091,3.5145493,1
2.6827402,1.6036618,1
2.580188,1.4818821,1
2.819399,1.8618914,1
2.4520872,1.2220855,1
2.8926835,2.0824966,4
3.398237,2.957942,4
3.2771263,2.6655276,3
2.5383542,1.3898041,1
3.1175475,2.4223588,3
3.2208405,2.6256819,1
2.8822916,1.804951,4
3.0853605,2.3511178,2
2.9826424,2.283921,1
2.3190615,0.99724007,1
2.5742402,1.5312421,1
3.1688116,2.3581142,1
2.8814263,2.0857832,3
3.4474723,3.047121,1
3.1887484,2.4575098,1
3.1068656,2.4475799,3
2.8665454,1.8769997,1
2.407507,1.1126922,1
3.1445303,2.4222548,1
3.3332317,2.8435237,1
2.994545,2.350934,4
3.3886082,2.8263915,1
2.6801505,1.5683814,1
2.7867682,1.8789765,3
2.7647586,1.9205933,1
2.9804633,2.1100187,1
2.5145354,1.2391927,1
3.1358428,2.4994938,2
3.4991534,3.1144075,4
2.573823,1.3012294,1
3.332342,2.7286863,3
2.2938836,0.89821196,2
2.7676253,1.7690924,1
2.5475001,1.4765813,4
2.7447228,1.5601923,1
3.2816727,2.728033,1
2.8706512,1.996317,2
3.653392,3.3449442,1
3.0938778,2.5048587,1
3.3784354,2.9348116,1
2.7652936,1.8336816,1
2.543077,1.4506758,1
2.7394524,1.5455297,1
3.4000258,2.9561417,1
3.1320548,2.5011969,1
2.9194667,2.1131918,3
3.6346714,3.2577574,1
3.0206678,2.379739,1
2.8613527,1.9905145,1
2.6279287,1.4817762,2
3.752931,3.582111,4
3.4287803,3.0587392,1
2.417084,1.1334493,1
2.7582264,1.743089,1
3.053515,2.371352,1
2.63776,1.4834102,1
2.8123338,1.8061124,1
3.018524,2.1735594,1
3.1351733,2.4165804,2
3.20329,2.513883,1
2.3843143,1.1734463,3
2.6511173,1.6456845,2
2.938365,2.1335707,1
2.3584597,1.046648,1
3.302938,2.631945,1
2.750347,1.7417122,1
2.220592,0.61199474,2
2.694693,1.6066842,3
2.9310496,2.0177076,3
2.7751215,1.812389,1
3.421418,2.9414046,1
2.891244,2.0214374,4
2.5334163,1.2996954,1
3.1340964,2.5561237,1
2.6513085,1.5339729,2
2.9891052,2.2080858,1
3.100979,2.2674284,1
3.3810878,2.9723399,2
2.4313128,1.0323284,1
2.893835,1.8578693,1
2.2668052,0.802826,2
2.6139379,1.4141135,2
3.3701503,2.864245,1
3.1961899,2.5614407,1
2.787072,1.7721704,1
3.4021308,2.7781677,1
3.7518897,3.460144,1
2.3125992,0.8211397,1
2.4493868,1.0230943,1
3.0029151,2.3204079,1
2.8897758,2.0336094,1
2.2984934,0.8192353,1
2.5233371,1.3544466,1
3.1878107,2.5377712,3
2.8180637,1.9571327,4
3.3562088,2.8933983,1
3.3700578,2.9072604,1
2.537988,1.3793166,2
3.1529145,2.3873212,1
3.4651492,3.0585065,1
3.5846243,3.241484,1
3.143894,2.4701462,1
3.0113387,2.0973582,4
3.1406174,2.411008,2
3.4751222,3.0122867,1
3.2070262,2.5388908,2
3.0828767,2.3977618,1
3.0253391,2.143775,1
2.822791,1.7680782,1
2.3151295,0.95159763,1
2.5405195,1.2985283,1
3.2033296,2.5595386,1
2.9486208,1.9216901,1
3.569213,3.2360463,1
2.8156292,1.7313637,1
2.7689576,1.5480459,1
2.4704282,1.1669861,2
2.2116036,0.8427837,1
3.080739,2.2230465,1
2.4612195,1.1798705,2
3.2302537,2.6514611,4
2.3853893,0.9725468,1
2.931276,2.1563144,2
3.0516722,2.1511192,1
3.1565592,2.3789241,1
3.19953,2.6537664,3
2.8487103,1.795014,1
2.9224374,2.1521227,1
2.2694461,0.8384081,4
2.2170331,0.7836007,3
3.306628,2.8546798,1
3.3893864,2.8329515,1
2.8548188,1.8752844,1
3.563322,3.1236913,1
2.8972263,1.9514966,1
3.6222389,3.2950597,1
3.4135199,2.9366813,1
3.1632109,2.427128,1
2.4013784,1.0616176,1
2.5089285,1.2901723,1
3.242596,2.5399623,3
2.91799,1.9575986,2
2.3759086,0.98737836,1
2.965226,2.0214887,1
3.184929,2.454597,1
3.3473237,2.933822,1
3.0721705,2.313364,1
3.1730273,2.4538624,2
3.3165574,2.6647444,1
2.6770597,1.4854316,2
2.4281213,1.0307565,1
2.445245,1.0500585,1
2.9827065,2.0779963,1
2.6482174,1.424305,1
2.4751868,1.1992246,1
2.6628819,1.4103955,3
3.6146681,3.3546999,3
2.4679313,1.1601907,1
2.7843866,1.8023773,1
2.7266,1.7567276,1
2.7879322,1.750977,1
3.2591617,2.571032,1
2.9910493,1.980116,1
2.6642723,1.4024563,1
3.584968,3.2079303,1
3.2272708,2.5979955,1
2.6525462,1.4514452,1
2.572928,1.302842,2
3.2860422,2.662566,1
3.4053862,2.9938922,2
3.0699952,2.332997,1
2.3323417,0.9343177,1
2.4896107,1.3195039,1
2.9374278,2.098318,1
2.831023,1.7593274,4
3.052478,2.3005745,1
2.8096316,1.7294617,1
3.3554556,2.76292,1
3.2364583,2.5805912,1
2.6737473,1.5234624,2
2.89046,2.0551422,2
3.5450215,3.1554654,1
2.4343016,1.1290094,1
2.507431,1.3394194,1
2.931573,1.8277594,1
2.7780259,1.7532909,2
2.8701255,1.8540574,1
2.6415236,1.3553618,1
3.1715903,2.4239821,1
3.1418955,2.4897938,1
2.731441,1.644324,1
3.1768436,2.55393,1
3.4812138,2.959803,1
3.0377605,2.1214774,1
3.115742,2.471125,3
2.449767,1.1636729,1
3.2820294,2.6202185,1
2.6545916,1.553935,1
2.9169264,1.9097998,1
2.4324832,1.1127377,1
2.378594,1.0589925,1
3.5018222,3.065512,1
2.7031925,1.8225623,2
3.2378826,2.4947906,3
2.7790508,1.684061,1
3.180974,2.4866526,1
3.099396,2.3747828,1
3.0510702,2.1974561,3
2.4152942,1.1723062,1
2.475714,1.252489,1
3.5492048,2.9901867,2
3.0021088,2.167997,1
3.4104142,2.8331308,1
2.3385959,0.98317313,1
3.3581889,2.638646,4
2.2661657,0.6939651,1
3.7773592,3.5449185,4
3.08864,2.3832026,2
2.9948351,2.032587,1
2.2765486,0.7839849,1
2.838929,1.7679749,1
2.718897,1.7078788,1
2.6888409,1.469346,1
2.6098645,1.358243,4
2.2054436,0.69442016,1
3.1765509,2.5609,1
3.5358818,3.2114706,1
3.2338395,2.50447,1
2.8938236,1.9532396,1
3.405036,2.8218164,4
3.5723798,3.0375023,1
2.7182782,1.6886754,4
2.6351483,1.5723045,3
3.4960523,2.8647292,1
3.203894,2.5151863,1
2.4011085,0.91297305,1
3.7225606,3.5279987,1
3.188579,2.3997629,2
2.890734,1.9740319,2
3.2717805,2.5999763,1
3.0755525,2.2480652,1
2.4291973,1.0705906,1
3.2042468,2.4975832,3
3.608208,3.1325302,1
2.8106365,1.7121165,1
2.5899262,1.4379427,3
2.2752075,0.9155978,1
3.1245837,2.272824,2
2.4712746,1.170428,1
3.2840345,2.6752076,1
2.732625,1.6051903,2
3.1100564,2.321318,2
3.2319343,2.7224035,2
3.4325514,2.9045532,1
2.7419326,1.6295294,1
2.5452807,1.2544295,4
3.5457115,3.0688784,1
2.2288218,0.7169905,3
2.7701008,1.6464131,1
2.724026,1.6211007,1
3.2160776,2.341941,4
2.6587899,1.4596778,1
3.2769504,2.57206,1
3.0664647,2.3186119,1
2.7681034,1.707693,2
2.9745505,1.9540696,1
3.3369565,2.8050194,1
3.5766876,3.1886156,1
3.102248,2.1808698,2
2.9415646,1.9324979,3
3.327735,2.7032125,2
2.4436567,1.1554015,1
2.9355757,1.9829832,1
2.3748755,1.0863233,1
2.8036768,1.7057799,4
2.2822433,0.7827331,1
3.0363584,2.3088582,1
2.5687785,1.2721407,3
3.1956272,2.348489,1
3.132796,2.2705557,1
3.6186016,3.1848469,1
3.6154408,3.2527552,1
2.9919693,2.0189772,1
2.2973487,0.8686839,1
3.218524,2.6351628,1
2.8015127,1.6113509,1
3.2648935,2.5414484,1
2.9988248,2.157049,2
3.646856,3.4834614,3
2.399505,0.9750335,1
3.2848601,2.6301773,1
3.0769494,2.0869787,1
2.5612695,1.3284372,1
2.9601247,1.9866444,1
2.7839146,1.7288449,4
2.7283218,1.5520378,4
3.1583743,2.3612542,1
3.145538,2.395245,1
3.3732207,2.885437,3
3.135266,2.325021,1
2.5034492,1.2201399,1
3.4421558,2.9485815,1
2.896389,1.9523401,1
2.590182,1.3381839,1
2.2544558,0.758338,3
2.956515,2.0464365,2
3.5405388,3.0370626,1
2.9333153,1.9538028,1
3.5852323,3.2271285,1
3.2644978,2.5776143,4
2.3785193,1.0314589,1
2.8562243,1.9026288,1
2.4057682,0.89987344,3
2.7777047,1.6345259,1
3.3034194,2.5761719,1
3.1540265,2.2028701,1
2.742571,1.5584267,2
3.477476,2.8644397,3
2.597949,1.3729095,1
3.1062,2.32544,3
2.6943529,1.514018,1
2.4247317,0.9824579,4
2.8864386,1.9038581,4
2.9275873,1.9697589,3
2.9347503,2.0628743,1
3.2904334,2.516884,1
3.1789327,2.381789,2
2.4159157,1.0778613,2
3.7685566,3.391806,3
2.8254576,1.8187988,4
2.8610232,1.790783,4
2.8613951,1.7403445,1
3.2519503,2.7133033,1
2.9487085,1.9206312,2
3.0809205,2.2765257,3
2.639647,1.4062599,1
3.2030532,2.604807,1
3.1978986,2.4498758,2
3.4922361,2.9432282,1
3.3260229,2.598425,1
2.308164,0.76545984,1
3.652147,3.3665452,1
2.621055,1.4960145,1
2.7979355,1.6790861,1
2.8016784,1.6369435,1
2.8307607,1.8539569,1
3.2892504,2.5844672,1
3.2099392,2.2759182,1
2.6556063,1.4266833,1
3.1421092,2.2662795,1
3.429485,2.8981154,3
2.800125,1.7547554,3
3.4098556,2.8783803,4
3.1337812,2.3560681,1
2.8969405,1.8335538,1
3.2041533,2.3619604,1
3.4731283,2.9995332,1
3.0601957,2.233635,3
3.056601,2.2414331,2
3.2608082,2.5174348,1
3.36537,2.824944,3
2.8069372,1.8606042,3
2.984128,2.0259795,4
3.2081738,2.400562,1
3.5119627,3.0073225,1
2.417429,0.88974357,4
3.548053,3.2051432,1
3.4323087,2.7614202,1
2.7334795,1.7270658,4
3.4292068,3.0195892,1
3.370036,2.6448023,1
3.2313514,2.432891,1
3.3215322,2.636497,1
2.694296,1.4450938,1
3.3376334,2.7293174,4
2.8465464,1.7910295,1
3.5094538,2.9266574,2
2.7419953,1.6806853,1
2.8121085,1.7354866,1
3.4064782,2.6868734,1
3.0883064,2.2323604,1
2.445816,0.9608394,1
3.5584724,3.101926,1
2.8528528,1.7648443,1
2.560882,1.2380323,1
3.3850832,2.7139988,3
2.5152783,1.214525,1
2.8309991,1.6548312,2
3.0006354,2.0152566,1
2.6304734,1.2922093,4
2.9316692,1.9480923,1
2.6388326,1.2559311,2
3.389487,2.837666,1
2.8360171,1.6260846,1
3.4591513,2.907427,1
2.5244997,1.1156812,1
3.3017395,2.5475874,4
3.3699648,2.7122593,1
3.752464,3.4252012,1
3.0163314,2.0760698,1
3.337435,2.5874987,1
2.7765834,1.6254597,1
2.657715,1.4656904,1
3.2556322,2.5299716,4
3.372333,2.835581,4
2.599122,1.3006768,1
2.3599265,0.7757406,1
2.406827,0.9145235,2
2.621114,1.4242076,1
2.486779,1.255641,2
2.6641877,1.3698621,1
3.2431219,2.564052,1
3.4160752,2.8206813,1
3.4418647,2.8165035,1
2.5677865,1.2704577,3
3.359149,2.7251575,1
2.669681,1.272541,4
2.9566922,2.0049534,4
3.4131792,2.7957253,1
3.8911612,3.636427,1
2.8255928,1.6858093,2
3.061334,2.2339032,1
2.718262,1.4879483,3
2.7041228,1.472955,3
3.4577806,2.7966788,1
2.6153274,1.3975803,1
2.9622793,1.9441631,1
2.9315963,1.7925423,2
3.2640486,2.4819045,1
2.605015,1.3361384,1
2.6277058,1.2377075,2
3.1709037,2.3795655,1
3.114146,2.2130136,2
2.5625107,1.2210242,1
2.87341,1.8797506,1
3.584528,3.077643,1
3.5315313,2.8721142,1
3.088031,2.1931896,2
2.5439527,1.222101,1
3.1193185,2.1994154,2
3.1373084,2.351547,3
3.040101,2.2209816,4
3.2859902,2.462136,1
3.6935077,3.1572418,2
3.344577,2.6570067,1
3.2699819,2.5702114,1
2.8275964,1.7842945,1
2.5043633,1.0994027,1
3.8265145,3.5597322,1
2.7904115,1.6556872,1
2.874409,1.7942941,1
2.5543988,1.4551927,4
2.693225,1.5214808,1
3.1368322,2.4168813,1
2.776526,1.650379,1
3.029473,2.0654914,2
3.1251893,2.227856,2
2.7963436,1.7295512,1
2.6855009,1.5237126,1
3.3184412,2.6269765,1
3.1937,2.3306687,1
3.2226634,2.276939,4
3.7996974,3.4236774,1
2.7335591,1.5870056,3
3.0768945,2.1340084,1
2.809346,1.6989269,1
2.8909774,1.8693637,1
3.4547873,2.8047407,1
3.519926,3.0474849,1
3.3705163,2.6347978,1
2.6872077,1.427444,1
3.398553,2.7865818,3
2.7036557,1.464351,1
2.4061947,0.8133296,1
3.6150339,3.264211,1
2.8627727,1.5733268,1
2.7186773,1.2902925,1
3.5849335,3.132365,3
2.930865,1.8226689,1
3.0936959,1.9804127,1
2.9307551,1.8908415,1
2.8502052,1.6702626,3
2.9867892,1.8978904,1
3.864812,3.4594326,1
2.6899736,1.4517325,1
3.2263207,2.4111242,2
2.5345657,1.0577279,1
2.676948,1.3687328,1
3.055506,2.153236,1
2.593823,1.1805433,3
2.9161668,1.7032225,3
3.3009913,2.5481453,1
2.9684746,1.8964959,4
3.2876954,2.4374726,1
3.2890272,2.6188037,3
3.5882874,3.088686,3
3.043789,2.0072882,3
3.4275692,2.8151999,1
2.986632,2.04106,1
3.6601374,3.065237,3
3.1717231,2.237579,2
2.5634408,1.1467439,4
2.5942078,1.2402132,3
3.4048247,2.6741607,1
2.5472429,1.1350121,1
2.8076909,1.5576802,1
2.6115654,1.3213642,3
2.7859178,1.4876983,2
3.8596928,3.5321536,4
3.0670707,2.1773686,3
3.6540966,3.180175,4
3.136733,2.265322,1
2.9126315,1.9216367,1
3.370123,2.6796873,1
3.1099555,2.1192446,1
3.50284,2.8975933,1
2.462537,0.9955907,1
2.679632,1.344072,4
3.0292573,2.0267265,1
3.281464,2.5449886,1
3.4198654,2.7145162,1
2.9353406,1.8619945,1
3.305786,2.456661,4
2.7704554,1.6990438,1
2.7600398,1.4472811,1
2.8655398,1.7038188,2
2.9715488,1.9716221,2
2.6198313,1.2931676,1
2.7580466,1.5212908,1
3.9381444,3.5842347,1
3.2465441,2.29504,1
3.8096583,3.4456916,2
3.0963764,2.0477967,3
2.9762514,1.873763,1
3.3116055,2.6783419,1
3.3515024,2.6787772,1
3.0657,2.1882064,1
3.1676557,2.4518676,3
3.4866447,2.8346696,1
3.3539705,2.657241,2
3.2328734,2.4746654,1
3.7861047,3.31778,1
2.4929886,1.1686658,1
3.293994,2.5592058,1
3.478066,2.7492628,1
2.80083,1.5590991,3
3.737749,3.2123296,1
2.9711795,2.0064733,1
3.552981,2.9874525,2
2.9224563,1.729825,1
3.6992073,3.2266212,1
2.95232,1.788143,1
2.8237128,1.601862,1
2.6601036,1.3656887,2
3.4144545,2.8207724,1
2.7075388,1.5261154,1
3.6226406,2.9944954,4
3.4357312,2.808683,2
3.4299855,2.6947443,1
3.5080554,2.8942225,3
3.2433047,2.3312662,1
2.7187865,1.4101177,3
2.8618724,1.7608329,1
2.5997639,1.1947225,2
3.274046,2.4886007,1
2.8467274,1.7147352,2
2.7345433,1.4406177,2
2.8341362,1.6007987,1
2.6629584,1.3304247,3
3.5329857,2.8077753,1
2.936034,1.835719,1
2.5052478,0.90098196,1
2.9556317,1.9698365,1
3.4351327,2.6905682,2
3.6432757,3.2276807,4
2.8410463,1.705247,1
2.56427,1.2057573,1
3.4558632,2.8950565,1
2.7500243,1.5526751,1
3.6574953,3.0940692,1
2.7990963,1.6064353,1
2.9118972,1.8581284,1
3.0269902,1.9677678,1
3.3185368,2.5363603,1
3.091585,2.0117543,1
2.3453152,0.76399887,1
2.9342802,2.0650344,1
3.346794,2.5859523,2
2.8116505,1.6827064,1
2.7354746,1.5824215,4
3.6954746,3.3129609,1
2.8644407,1.6634886,1
2.9410033,1.916573,2
3.2682726,2.5930364,1
3.5183384,2.833231,1
3.287968,2.3329868,2
2.7741957,1.5182215,1
3.0021899,1.8539696,1
2.7158453,1.3750553,1
2.6980395,1.4595917,1
2.772832,1.5072515,1
2.932416,1.8099294,2
2.5496771,1.1667056,4
3.413556,2.6256444,1
3.1461408,2.2680328,2
3.4145095,2.8140957,3
2.9298806,1.6945753,1
2.944519,1.7795066,1
3.0671117,2.0936852,2
3.4610293,2.9266977,4
3.7298553,3.181055,3
3.6075323,3.020978,2
2.9630477,1.8005435,2
2.46479,0.98461044,1
3.2418385,2.5361152,3
2.765484,1.6627226,1
3.3327968,2.5406706,1
2.8047497,1.7048744,1
3.0070157,1.9832625,1
2.7431734,1.5541418,2
2.8963346,1.8070116,1
3.388937,2.6708188,1
3.4497526,2.8908024,1
3.310945,2.5337827,4
2.5370462,1.071178,3
3.3726478,2.7097456,2
2.4331458,1.0097797,1
3.26453,2.415184,1
2.6447344,1.3066647,4
3.6885068,3.0491314,1
3.6715868,3.1745946,3
2.8930814,1.8236457,1
3.6716392,3.1349928,3
2.6807067,1.3157836,1
2.8120286,1.5596473,1
2.7508311,1.4014684,1
3.5150964,2.9393272,3
